id,title,price,price_per_sqm,rooms,area_total,area_living,area_kitchen,floor,floors_total,district,address,metro,year_built,house_type,deal_type,property_type,description,url,source,label,collected_at
cia_fbfa8cd4,"Студия, 30 м², 19/26 этаж",26000.0,,0.0,30.0,,,19.0,26.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327592430/?context=3.YwXqgKs6T8o.ctXv6iRl17GwJazg5o4KMgsgXb2TNRchyLKFm8P2wUOdcnDpD0Cu-5HN10dicyqbHqPJUXOK-FO4rQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.092451
cia_cdf4aa37,Студия с кондиционером и кофемаши,30000.0,,0.0,,,,,,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/289246159/?context=3.p2Y1tW2L_PA.KQdF9f1UX9brjyGIrZsn5sDztwsi2t4d2HDy6kb7OMJ1zAhwqRm7fSrQ_-cEnHlyXob8m2kuO-VfRQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.093414
cia_e49a79ba,"3-комн. квартира, 71 м², 3/4 этаж",100000.0,,3.0,71.0,,,3.0,4.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326945872/?context=3.xnuxAJ30kRc.Tpqr7yN77nEMOyRDjEEBr4nJhArFmdr3h0aUhQFnTMvtyVBLgwaSDYOy802mX5dOZSOwdtWa056NJQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.094284
cia_e771e2ff,"Студия, 20,7 м², 9/25 этаж",23000.0,,0.0,20.7,,,9.0,25.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327713959/?context=3.RzUIcH4EAls.Io30pnqeFu1Xu-0U2rg-HhBmOboI64ELzEK0UAVer7Zl9cq8qmbfXAE7IF49wfER8Arz3GrrACMAdg&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.095161
cia_f256cc93,"Студия, 25 м², 11/19 этаж",32000.0,,0.0,25.0,,,11.0,19.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/326652119/?context=3.ds1-OKBNqi0.cHvkYwgiR-4mV5sJe6lzGTJVdW4o5sF2Vel1VFuXYdhBWT-G2d-JG9sVDn5Uv4ZnVqlK1VW0hY-ptQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.096602
cia_53abda0b,"1-комн. квартира, 44 м², 16/17 этаж",57000.0,,1.0,44.0,,,16.0,17.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/281055786/?context=3.dnhXDQtfsN8.SJtErjGwbhwJtvGB6UypYwrZJf9U0khDM8_8cH4qx4DTd3LoD9c1vjLcyk7YK4c5cj1SlIVoDfjAtw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.097541
cia_dd76d495,Уютная студия у метро,47000.0,,0.0,,,,,,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327483956/?context=3.Tn_4K05vBi8.KNXSOp5ItSeWRHIfuMaVbjS2lCOl7T8GKnODg0PiV0RothoKK5uEK8qHU-LabB__7aX89pOS0uhX4A&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.099064
cia_1394fe73,"1-комн. квартира, 35 м², 6/9 этаж",33000.0,,1.0,35.0,,,6.0,9.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326164956/?context=3.G222egRenzU.B5r_psE3zqvx7BgMi3QhMB1WOepgRP1dcq41ZBgrwGA08ZN5gopbGnup-up4BrTAPW7gmejVXKULkw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.099939
cia_c7a0d949,"1-комн. апартаменты, 36 м², 4/18 этаж",64000.0,,1.0,36.0,,,4.0,18.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/325708859/?context=3.zOTxR-JlqE0.L-yH0YAMvk6tj8AdYe4dgqPLmTHk-gTMMJOpw4pb7JjEUfa0v4zLr4p4ot2x4jAWIi5MnpTjejf0_A&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.100881
cia_6342e92b,"Студия, 24 м², 1/6 этаж",40000.0,,0.0,24.0,,,1.0,6.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/274162192/?context=3.kJ7-cOQ_AOg.01qc3ciNqPvpENqzUaXbPy1d3YRo4Wh6vdMK0oafSOYCLvZOGduXcFZN2V_i6IBxdQiQDJ_BbIfBjA&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.101726
cia_cd3168ee,Просторная 1к студия в центе СПб,39000.0,,0.0,,,,,,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327616609/?context=3.0NTBozuu9Cs.DXlMkQJByp1_ixX9YNQB8Gf056jT59Q83a270WKQYSYTTQHf0E6alpD5VHMKqyB04dzLIdIszuLs8A&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.102586
cia_b2f92412,"2-комн. квартира, 57 м², 2/5 этаж",60000.0,,2.0,57.0,,,2.0,5.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/319428009/?context=3.T38_L5cuY1k.Qpx3wIeRhUe1DKmz-RRMN9SuSlGSzNhCqje4J5SqPLVq4vwSLZYaAPUsclxOK_D7O82nz1Tzbq2FxQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.104013
cia_e94d4de7,"Студия, 24,5 м², 10/13 этаж",27000.0,,0.0,24.5,,,10.0,13.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327767089/?context=3.Rk9IOz3JJvE.35oWvTzGTVMHqRWwziwggaPDzvUNwrMaBj4ENViHDSXHofcjYPubkfwiqguwbdz5uMDT3-1uQ4zwgw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.104850
cia_cd09451c,"Новый дом, без депозита!",45000.0,,,,,,,,,Санкт-Петербург,,,,sale,house,,https://spb.cian.ru/rent/flat/327260403/?context=3.25-osZSnRYo.pkBEMhE8rAEUuAj6yeYU0z3i2kl5xQVOwN46WRoyQTRD9OL6lRI9loZUhtg8aDrRvQxojS3nxnMMDw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.106348
cia_305b50bb,"Студия, 26 м², 2/4 этаж",26500.0,,0.0,26.0,,,2.0,4.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/309012229/?context=3.d4vux-QvaQI.e74S80nbwE6-qUi0VDsjqESLmwp-LvxU6egaK0F8uoHh5qJ22f7kGE5szwhhI0ztI22CXIl-XOBhkg&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.107328
cia_09890ee1,"Студия, 26 м², 7/23 этаж",45000.0,,0.0,26.0,,,7.0,23.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327687180/?context=3.6YAvm0IEx50.hw9bcXlQDZwLcOGN3fgHPX2vaoYw81S1mMP_OToYPKx6bUFgJysiLagNT2xmBjzMx0cDyJ0NTuA8wg&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.108873
cia_df062370,Студия на Звёздной,30000.0,,0.0,,,,,,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/269821122/?context=3.m1HZa2C1cPI.KaPLn64sGWHz42yuSgplIJlTudvjoScjhwvT2GHDxwFRVjmYobsFovgnkX9ltcG_0db9huGrgUMW_w&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.109893
cia_a372bf63,"1-комн. квартира, 30 м², 1/10 этаж",26000.0,,1.0,30.0,,,1.0,10.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327795114/?context=3.IM2J4ye0808.4m0iNkEZIIKINH_5UUKSO_cYdsFM2wAagfZAiO-BSQFHPcwdtKV8CdJ6PVp8Xb2O53ft2W0-g5N-Eg&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:38.110809
cia_8188bf24,"Студия, 25,5 м², 4/9 этаж",26000.0,,0.0,25.5,,,4.0,9.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327058880/?context=3.t_qwCyZiusI.isywrv07PsjV4VMzQ4FCXInzK7Kz0wneeudYuavnlxxk3krNdFm8lNKuFR_C1Dyr4lQLqdtC-irrkQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.527877
cia_4a18d181,Просторная однокомнатная квартира,42000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327807398/?context=3.jKWwvpHhCsc.vtOFW7rtmGUoExQmhol8iMn8OcSGd28ws4A2vP4kIK-ETghPH5bJSPT_QHvTyVj5FV-ybcXnBq8SNw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.528902
cia_993951ac,"Студия, 13 м², 3/18 этаж",25000.0,,0.0,13.0,,,3.0,18.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327687183/?context=3.G8o6nfzbGSE.tgIbFde9gwWG09ZNe2cBsEfNExNpqizw7Im1gLcjXwMCMfsWb3z-m3zV_1grZXmlS6SevE8gBXGcDQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.530366
cia_348eff03,"1-комн. квартира, 40 м², 4/7 этаж",45000.0,,1.0,40.0,,,4.0,7.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327568279/?context=3.eGz1WKzaRuM.ZmztTNKj6ZC9G2kkdNRuMlVPLsB32O__-k2D75_wN9HKwcRx_GSg_ycUcthccpiuCW_J5l49hTBHsA&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.531223
cia_63b383c0,Дизайнерская квартира с балконом,80000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327168949/?context=3.i4JR1H5nWto.-vS-FvAmc6n4hx7neDhxu8bJJGKXEFMQ3I_UMIoMn87dW9iwScSgnLSBNTLDOH4Ai7joH6mXVG8mmg&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.532650
cia_258332b9,"1-комн. квартира, 50 м², 2/18 этаж",65000.0,,1.0,50.0,,,2.0,18.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326476534/?context=3.PmbEuIhdBSA.bvjN-z8U7ZVduPiGDH2P8VQOQue954lVbydRvLgCqxgdi7T1EEyxkmPZS0IOGrPU_jFR3XqLOiXG6A&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.534064
cia_28d59a7e,"1-комн. квартира, 44 м², 5/10 этаж",55000.0,,1.0,44.0,,,5.0,10.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327688192/?context=3.p70jLx91iYc.DksCSuXCCDYPGslq_pKhY5wLLnOyBj2YzUH_k2s0quFjZZuvqtodxQs-_dJOYPpeihaGV2IWI3sOGw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.535530
cia_80fbe1f9,"1-комн. квартира, 32 м², 16/25 этаж",28000.0,,1.0,32.0,,,16.0,25.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327658524/?context=3.lKsHIjXbQwc.gMLpYlEcPF0HPZkb-xnUZm77mMS1vhaYQJQGePOkAVxS-6u8wolFNCxD-ghEwdnPLsxkYcq_KJ2cvA&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.536461
cia_16d82fa0,"1-комн. квартира, 37 м², 16/23 этаж",55000.0,,1.0,37.0,,,16.0,23.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/325586544/?context=3._YY2zDZjrBI.aHpT7PaCTJa2ZcUrZJkB6BzoBKq5diQ233cPZ7kXHSM5ZCSe2LuH6qhsVVbkvQc_djIjqqwFYRTuiw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.537885
cia_22fd433c,"1-комн. квартира, 32 м², 23/23 этаж",26000.0,,1.0,32.0,,,23.0,23.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/325900518/?context=3.NLqwq4DGiW8.4dKNjkcfrqgN2MUFeSxtJTh8TpCDWp8PX-m3mEeGiPWO32EDKGGISAAAAH1Akc3Fld7D96UY6KT_Og&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.539308
cia_aae53cfd,"2-комн. квартира, 105 м², 4/5 этаж",85000.0,,2.0,105.0,,,4.0,5.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326608921/?context=3.YcFK-zsrEcY.PDf22FTaxJqC_YMr9AQ6auW4kv859tpf02S4Fa-axPO4z5bceMKfwX91AKN76YOQoBcCcMprjqjpEw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.540230
cia_f43cc5f1,"4-комн. квартира, 120 м², 12/18 этаж",200000.0,,4.0,120.0,,,12.0,18.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327089343/?context=3.QEmqVtfjkAE.kVA4qPmBFI4yD1IoAmVguV9HnecRjDOCZdcA5OSIc7OBfyAl0wdUOrLKX2G8Chw-XpbAuDFFLiSJrQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.541656
cia_79c8f3ec,"Студия, 25,9 м², 7/14 этаж",23000.0,,0.0,25.9,,,7.0,14.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327768100/?context=3.ZzF6MTBwgwU.WpZJZ3SZ6PXmYTgdi96MejhA61-hkRRjkyN3KKZNCw_BtWTOOOWlC-4L4pLwLyZtnLERSZo1vLhcDQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.542463
cia_0c69177e,"3-комн. квартира, 127,7 м², 3/7 этаж",99000.0,,3.0,127.7,,,3.0,7.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327397285/?context=3.A9Nzu2BWaOY.M-o1QxRetYiymNfag9Op6f8PyaoLjiX00T7ykaqlXm4JC_RtybRYmAp8MfsTvoDDLGBYJI9-yQibgg&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.543299
cia_9458fe66,Амстердам в Санкт-Петербурге,95000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/325332198/?context=3.72_iWjocU6k.nP-c8rf2vyLk8A_qiOelSJOAI1uYFopsLGp_M_wgvcZ8M7t7NVZx25p5tDdQikG2rF1827FPfE3Hag&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.544227
cia_556f5aff,Никто не жил!,45000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327309314/?context=3.m1ndIEo2gGU.A2MlqiGuGNsA71zi_-d-mnQhGNLR-7kPKWJJsoTVcJMrWbumx2XxZdQZTDevryN_BPRdvNpZCkfzcg&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.545153
cia_49b272cc,"1-комн. квартира, 37 м², 5/13 этаж",54000.0,,1.0,37.0,,,5.0,13.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327561832/?context=3.l1xQe8DyCPo.BwaezY_4-cYKy7n0tTrEEfjgkU64glWqGnBOiEIQX5D8iXPkp_q7GpqXc0bAtNkzMhCMpcrw1hcnYw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.546068
cia_4648304c,"Студия, 25 м², 8/12 этаж",23000.0,,0.0,25.0,,,8.0,12.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327619373/?context=3.ZIvsqxrg30M.mx-X6ArpmC7oQ5VUeE8ZdVV0GFua7Xff-m6JkJ59C0uqwotRwwi64JpRCW0iZjKHYKPWTqMwuANsnQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.546967
cia_c1e458ca,"1-комн. квартира, 42 м², 2/16 этаж",37000.0,,1.0,42.0,,,2.0,16.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327361019/?context=3.86IKX07cLXo.QeTwywSN-w19x8au_JEisRBO15yKC8zS_u74rI5SKgY6U50LiUnW8DDTw3w4Mx32TJhAtTtz_w94zQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.548458
cia_3c384b7c,"Студия, 27,7 м², 15/15 этаж",26000.0,,0.0,27.7,,,15.0,15.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327146946/?context=3.78yPpDgeah0.7VR_zGYH9f2MWBqT4GqaT7uQycGqmH7Ak6DC3sQKw98Jfh9p3IJIRyVa0bPoH-2VHwzLl0T7hMNW4A&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.549346
cia_f9772827,"Студия, 26 м², 21/27 этаж",27000.0,,0.0,26.0,,,21.0,27.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/246168480/?context=3.N4wS2mEkEnk.NOQoTZ23y9IVMVt-Bp81-GSPMzYp2au24p0mgZE-JviOZ28yf8kzQJEOn_H8gxMK-93M7TWrtvS0AQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.550242
cia_704acfa4,"1-комн. квартира, 43,8 м², 2/9 этаж",110000.0,,1.0,43.8,,,2.0,9.0,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327804464/?context=3.404j1BcOF_U.AkuMQlkxpdwFOcnSXsd34TGBltySJnhv5RaCsbeK-ZyYiLHGgzDmsGtJMURNmehHpxU2cZHgiKGouQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.551676
cia_a28b7b8e,Просторная 1ккв у метро Звездная,64000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/321523202/?context=3.gee1K1t76CU.OaXHnbAtbkLTYwVEtVAgalfDhDaCvQSHdS37Z9JRmGaQt0paAwaDwivrK_jNkLzdk7U-AWJm3omIgQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.553202
cia_92c1def2,Дизайнерская. Стильная.,110000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326309521/?context=3.LxbLSzFm-mQ.0aZp-XJK4WGH0Ow7hiVR4zh-7YIQyLqmzjvzT4a6d3m7rRVvfDXM-s7JCjm7Fie9eIlDu4ambQ6pZA&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.554158
cia_fcb3d2bb,"Студия, 21 м², 18/21 этаж",23000.0,,0.0,21.0,,,18.0,21.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/324372495/?context=3.hgMZGDcJBz0.ejaKYVsRxTK134ZwDTDdDRQ2Xrv9JqYL68FALE5_nWo9JEnXzuj0TjzhT9ShAdBTKGUO506bj14EoA&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.555075
cia_e68483d2,Видовая евро-2 в стиле минимализм,90000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/327354774/?context=3.7hWtvAf5MqU.2lwJDSD3fM2ypn2aR9E3TNl-UaAO5ku_srkKPXIRWhkEHWioj7gVNB3HlzkUJTUDcC2faM5K2mxRsw&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.556599
cia_1097fc4e,"Студия, 24 м², 10/17 этаж",33000.0,,0.0,24.0,,,10.0,17.0,,Санкт-Петербург,,,,sale,studio,,https://spb.cian.ru/rent/flat/327624443/?context=3.62j70WQup2I.lL40doUj07ZSqv-lBgc6yHRnj3Ir7IXcCCK94lsMHxiVg_9o8K-rfkE1-cWZlejYu_nbZRNBCqU3RA&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.558043
cia_7f7941cc,3ка на петроградке,100000.0,,,,,,,,,Санкт-Петербург,,,,sale,apartment,,https://spb.cian.ru/rent/flat/326618338/?context=3.QtjNCr_yBlI.7iC6otURrNCnx4YUEqtgPF24X7znXj_ZzLRgkhk9SnKcV1ciuQMQhLq4G74LaTdZX4FQI2yTmGCBYQ&mlSearchSessionGuid=66c965cd8ba4f6e2e9489f221b66050f,cian,sale_apartment,2026-03-15T10:49:46.558999
