id,text,price,price_currency,location,city,property_type,area_sqm,living_area_sqm,kitchen_area_sqm,rooms,floor,total_floors,building_type,build_year,label,source,collected_at,url,date_posted,metadata
spb_21,"Сдается 4-комнатная квартира в Василеостровский районе Санкт-Петербурга. Общая площадь 118.2 кв.м. 14 этаж из 14. Цена 129,348 руб./мес.",129348,RUB,Василеостровский,Санкт-Петербург,Квартира,118.2,79.9,17.9,4,14,14,Монолитный,2013,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/21,2025-05-05,"{""district"": ""Василеостровский"", ""price_factor"": 1.5}"
spb_22,"Сдается 2-комнатная квартира в Калининский районе Санкт-Петербурга. Общая площадь 54.9 кв.м. 12 этаж из 12. Цена 36,615 руб./мес.",36615,RUB,Калининский,Санкт-Петербург,Квартира,54.9,33.3,14.2,2,12,12,Блочный,1995,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/22,2025-12-09,"{""district"": ""Калининский"", ""price_factor"": 0.95}"
spb_23,"Продается 1-комнатная квартира в Фрунзенский районе Санкт-Петербурга. Общая площадь 30.4 кв.м, жилая 18.4 кв.м, кухня 8.9 кв.м. 2 этаж из 25. Кирпичный дом 2003 года постройки. Цена 2,607,378 руб.",2607378,RUB,Фрунзенский,Санкт-Петербург,Квартира,30.4,18.4,8.9,1,2,25,Кирпичный,2003,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/23,2025-03-23,"{""district"": ""Фрунзенский"", ""price_factor"": 0.8}"
spb_24,"Продается 1-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 28.8 кв.м, жилая 17.3 кв.м, кухня 7.8 кв.м. 10 этаж из 17. Монолитный дом 1958 года постройки. Цена 7,129,136 руб.",7129136,RUB,Центральный,Санкт-Петербург,Квартира,28.8,17.3,7.8,1,10,17,Монолитный,1958,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/24,2025-09-23,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_25,"Продается 1-комнатная квартира в Калининский районе Санкт-Петербурга. Общая площадь 25.6 кв.м, жилая 17.2 кв.м, кухня 6.5 кв.м. 7 этаж из 25. Монолитный дом 1969 года постройки. Цена 2,163,082 руб.",2163082,RUB,Калининский,Санкт-Петербург,Квартира,25.6,17.2,6.5,1,7,25,Монолитный,1969,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/25,2025-10-27,"{""district"": ""Калининский"", ""price_factor"": 0.95}"
spb_26,"Продается 1-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 31.8 кв.м, жилая 21.2 кв.м, кухня 6.2 кв.м. 9 этаж из 22. Монолитный дом 1998 года постройки. Цена 3,753,681 руб.",3753681,RUB,Приморский,Санкт-Петербург,Квартира,31.8,21.2,6.2,1,9,22,Монолитный,1998,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/26,2025-04-26,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_27,"Продается 2-комнатная квартира в Василеостровский районе Санкт-Петербурга. Общая площадь 64.7 кв.м, жилая 39.1 кв.м, кухня 14.8 кв.м. 7 этаж из 7. Монолитный дом 1996 года постройки. Цена 9,452,182 руб.",9452182,RUB,Василеостровский,Санкт-Петербург,Квартира,64.7,39.1,14.8,2,7,7,Монолитный,1996,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/27,2025-05-14,"{""district"": ""Василеостровский"", ""price_factor"": 1.5}"
spb_28,"Продается 4-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 85.4 кв.м, жилая 59.7 кв.м, кухня 12.5 кв.м. 10 этаж из 21. Панельный дом 1958 года постройки. Цена 7,874,842 руб.",7874842,RUB,Центральный,Санкт-Петербург,Квартира,85.4,59.7,12.5,4,10,21,Панельный,1958,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/28,2025-11-09,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_29,"Продается 1-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 40.5 кв.м, жилая 28.1 кв.м, кухня 10.0 кв.м. 5 этаж из 5. Блочный дом 2013 года постройки. Цена 5,009,098 руб.",5009098,RUB,Адмиралтейский,Санкт-Петербург,Квартира,40.5,28.1,10.0,1,5,5,Блочный,2013,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/29,2025-06-13,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_30,"Продается 1-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 28.5 кв.м, жилая 16.4 кв.м, кухня 8.1 кв.м. 12 этаж из 12. Панельный дом 2011 года постройки. Цена 2,926,572 руб.",2926572,RUB,Красносельский,Санкт-Петербург,Квартира,28.5,16.4,8.1,1,12,12,Панельный,2011,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/30,2025-08-26,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_31,"Продается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 71.4 кв.м, жилая 45.9 кв.м, кухня 16.5 кв.м. 10 этаж из 10. Блочный дом 1983 года постройки. Цена 16,371,511 руб.",16371511,RUB,Центральный,Санкт-Петербург,Квартира,71.4,45.9,16.5,3,10,10,Блочный,1983,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/31,2025-07-11,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_32,"Сдается 2-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 74.3 кв.м. 2 этаж из 17. Цена 55,220 руб./мес.",55220,RUB,Приморский,Санкт-Петербург,Квартира,74.3,50.0,14.6,2,2,17,Монолитный,1981,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/32,2025-10-17,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_33,"Продается 2-комнатная квартира в Красногвардейский районе Санкт-Петербурга. Общая площадь 57.3 кв.м, жилая 40.9 кв.м, кухня 12.4 кв.м. 1 этаж из 1. Монолитный дом 1992 года постройки. Цена 4,625,740 руб.",4625740,RUB,Красногвардейский,Санкт-Петербург,Квартира,57.3,40.9,12.4,2,1,1,Монолитный,1992,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/33,2026-03-06,"{""district"": ""Красногвардейский"", ""price_factor"": 0.8}"
spb_34,"Продается 1-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 40.2 кв.м, жилая 22.7 кв.м, кухня 7.9 кв.м. 10 этаж из 10. Панельный дом 1983 года постройки. Цена 6,114,374 руб.",6114374,RUB,Центральный,Санкт-Петербург,Квартира,40.2,22.7,7.9,1,10,10,Панельный,1983,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/34,2025-09-03,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_35,"Продается 1-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 41.6 кв.м, жилая 27.4 кв.м, кухня 8.5 кв.м. 8 этаж из 8. Блочный дом 1985 года постройки. Цена 3,056,571 руб.",3056571,RUB,Красносельский,Санкт-Петербург,Квартира,41.6,27.4,8.5,1,8,8,Блочный,1985,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/35,2025-12-12,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_36,"Сдается 4-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 101.7 кв.м. 9 этаж из 17. Цена 134,919 руб./мес.",134919,RUB,Петроградский,Санкт-Петербург,Квартира,101.7,71.2,17.5,4,9,17,Кирпичный,1962,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/36,2025-09-22,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_37,"Продается 4-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 98.8 кв.м, жилая 73.3 кв.м, кухня 16.8 кв.м. 4 этаж из 19. Кирпичный дом 1965 года постройки. Цена 22,609,157 руб.",22609157,RUB,Центральный,Санкт-Петербург,Квартира,98.8,73.3,16.8,4,4,19,Кирпичный,1965,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/37,2025-12-09,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_38,"Продается 2-комнатная квартира в Кировский районе Санкт-Петербурга. Общая площадь 51.6 кв.м, жилая 38.0 кв.м, кухня 14.8 кв.м. 14 этаж из 14. Монолитный дом 2024 года постройки. Цена 6,298,175 руб.",6298175,RUB,Кировский,Санкт-Петербург,Квартира,51.6,38.0,14.8,2,14,14,Монолитный,2024,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/38,2026-01-01,"{""district"": ""Кировский"", ""price_factor"": 0.85}"
spb_39,"Продается 3-комнатная квартира в Красносельский районе Санкт-Петербурга. Общая площадь 78.7 кв.м, жилая 50.0 кв.м, кухня 12.2 кв.м. 9 этаж из 18. Монолитный дом 2015 года постройки. Цена 7,905,293 руб.",7905293,RUB,Красносельский,Санкт-Петербург,Квартира,78.7,50.0,12.2,3,9,18,Монолитный,2015,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/39,2025-10-04,"{""district"": ""Красносельский"", ""price_factor"": 0.75}"
spb_40,"Продается 2-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 57.9 кв.м, жилая 38.7 кв.м, кухня 10.5 кв.м. 12 этаж из 19. Монолитный дом 2003 года постройки. Цена 11,126,062 руб.",11126062,RUB,Адмиралтейский,Санкт-Петербург,Квартира,57.9,38.7,10.5,2,12,19,Монолитный,2003,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/40,2025-08-28,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_41,"Продается 1-комнатная квартира в Приморский районе Санкт-Петербурга. Общая площадь 35.6 кв.м, жилая 22.9 кв.м, кухня 6.3 кв.м. 12 этаж из 12. Панельный дом 1988 года постройки. Цена 3,907,926 руб.",3907926,RUB,Приморский,Санкт-Петербург,Квартира,35.6,22.9,6.3,1,12,12,Панельный,1988,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/41,2025-04-04,"{""district"": ""Приморский"", ""price_factor"": 1.1}"
spb_42,"Продается 2-комнатная квартира в Фрунзенский районе Санкт-Петербурга. Общая площадь 61.9 кв.м, жилая 36.8 кв.м, кухня 14.7 кв.м. 12 этаж из 13. Блочный дом 2010 года постройки. Цена 5,881,118 руб.",5881118,RUB,Фрунзенский,Санкт-Петербург,Квартира,61.9,36.8,14.7,2,12,13,Блочный,2010,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/42,2025-12-28,"{""district"": ""Фрунзенский"", ""price_factor"": 0.8}"
spb_43,"Сдается 5-комнатная квартира в Калининский районе Санкт-Петербурга. Общая площадь 142.4 кв.м. 9 этаж из 17. Цена 66,811 руб./мес.",66811,RUB,Калининский,Санкт-Петербург,Квартира,142.4,106.0,15.2,5,9,17,Монолитный,1980,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/43,2026-01-23,"{""district"": ""Калининский"", ""price_factor"": 0.95}"
spb_44,"Продается 4-комнатная квартира в Кировский районе Санкт-Петербурга. Общая площадь 137.8 кв.м, жилая 83.5 кв.м, кухня 11.9 кв.м. 10 этаж из 10. Кирпичный дом 1999 года постройки. Цена 10,445,028 руб.",10445028,RUB,Кировский,Санкт-Петербург,Квартира,137.8,83.5,11.9,4,10,10,Кирпичный,1999,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/44,2025-03-26,"{""district"": ""Кировский"", ""price_factor"": 0.85}"
spb_45,"Продается 5-комнатная квартира в Фрунзенский районе Санкт-Петербурга. Общая площадь 148.5 кв.м, жилая 90.9 кв.м, кухня 18.1 кв.м. 12 этаж из 16. Панельный дом 1995 года постройки. Цена 19,901,420 руб.",19901420,RUB,Фрунзенский,Санкт-Петербург,Квартира,148.5,90.9,18.1,5,12,16,Панельный,1995,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/45,2025-12-26,"{""district"": ""Фрунзенский"", ""price_factor"": 0.8}"
spb_46,"Продается 2-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 56.4 кв.м, жилая 32.9 кв.м, кухня 10.9 кв.м. 6 этаж из 6. Кирпичный дом 1998 года постройки. Цена 13,494,052 руб.",13494052,RUB,Петроградский,Санкт-Петербург,Квартира,56.4,32.9,10.9,2,6,6,Кирпичный,1998,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/46,2025-06-09,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_47,"Продается 4-комнатная квартира в Петроградский районе Санкт-Петербурга. Общая площадь 109.1 кв.м, жилая 70.3 кв.м, кухня 14.1 кв.м. 1 этаж из 21. Панельный дом 1955 года постройки. Цена 19,230,432 руб.",19230432,RUB,Петроградский,Санкт-Петербург,Квартира,109.1,70.3,14.1,4,1,21,Панельный,1955,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/47,2025-09-02,"{""district"": ""Петроградский"", ""price_factor"": 1.7}"
spb_48,"Сдается 5-комнатная квартира в Фрунзенский районе Санкт-Петербурга. Общая площадь 177.9 кв.м. 1 этаж из 21. Цена 89,211 руб./мес.",89211,RUB,Фрунзенский,Санкт-Петербург,Квартира,177.9,131.5,18.5,5,1,21,Кирпичный,1950,Аренда,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/48,2025-08-25,"{""district"": ""Фрунзенский"", ""price_factor"": 0.8}"
spb_49,"Продается 3-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 36.3 кв.м, жилая 26.0 кв.м, кухня 13.1 кв.м. 1 этаж из 22. Блочный дом 2006 года постройки. Цена 6,479,127 руб.",6479127,RUB,Адмиралтейский,Санкт-Петербург,Квартира,36.3,26.0,13.1,3,1,22,Блочный,2006,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/49,2025-07-06,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
spb_50,"Продается 3-комнатная квартира в Центральный районе Санкт-Петербурга. Общая площадь 95.9 кв.м, жилая 56.8 кв.м, кухня 11.4 кв.м. 12 этаж из 12. Кирпичный дом 1979 года постройки. Цена 21,034,932 руб.",21034932,RUB,Центральный,Санкт-Петербург,Квартира,95.9,56.8,11.4,3,12,12,Кирпичный,1979,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/50,2025-05-14,"{""district"": ""Центральный"", ""price_factor"": 1.8}"
spb_51,"Продается 2-комнатная квартира в Калининский районе Санкт-Петербурга. Общая площадь 52.4 кв.м, жилая 34.3 кв.м, кухня 12.9 кв.м. 13 этаж из 13. Кирпичный дом 1966 года постройки. Цена 5,637,822 руб.",5637822,RUB,Калининский,Санкт-Петербург,Квартира,52.4,34.3,12.9,2,13,13,Кирпичный,1966,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/51,2025-04-12,"{""district"": ""Калининский"", ""price_factor"": 0.95}"
spb_52,"Продается 5-комнатная квартира в Выборгский районе Санкт-Петербурга. Общая площадь 88.3 кв.м, жилая 59.8 кв.м, кухня 12.4 кв.м. 3 этаж из 15. Панельный дом 2004 года постройки. Цена 10,879,635 руб.",10879635,RUB,Выборгский,Санкт-Петербург,Квартира,88.3,59.8,12.4,5,3,15,Панельный,2004,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/52,2026-03-10,"{""district"": ""Выборгский"", ""price_factor"": 1.0}"
spb_53,"Продается 2-комнатная квартира в Адмиралтейский районе Санкт-Петербурга. Общая площадь 65.0 кв.м, жилая 42.4 кв.м, кухня 14.8 кв.м. 13 этаж из 19. Панельный дом 1954 года постройки. Цена 9,979,503 руб.",9979503,RUB,Адмиралтейский,Санкт-Петербург,Квартира,65.0,42.4,14.8,2,13,19,Панельный,1954,Продажа,csv:data/raw/spb_real_estate.csv,2026-03-17T02:13:08.408729,https://example.com/listing/53,2025-09-29,"{""district"": ""Адмиралтейский"", ""price_factor"": 1.6}"
